Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	255.0	258.0	0	15000	Hazel Grouse	hazgro1	0.9642	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	255.0
2	Spectrogram 1	1	264.0	267.0	0	15000	Hazel Grouse	hazgro1	0.9798	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	264.0
3	Spectrogram 1	1	276.0	279.0	0	15000	Hazel Grouse	hazgro1	0.9795	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	276.0
4	Spectrogram 1	1	285.0	288.0	0	15000	Hazel Grouse	hazgro1	0.9830	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	285.0
5	Spectrogram 1	1	294.0	297.0	0	15000	Hazel Grouse	hazgro1	0.9826	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	294.0
6	Spectrogram 1	1	303.0	306.0	0	15000	Hazel Grouse	hazgro1	0.9062	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	303.0
7	Spectrogram 1	1	306.0	309.0	0	15000	Hazel Grouse	hazgro1	0.9628	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	306.0
8	Spectrogram 1	1	315.0	318.0	0	15000	Hazel Grouse	hazgro1	0.9980	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	315.0
9	Spectrogram 1	1	324.0	327.0	0	15000	Hazel Grouse	hazgro1	0.9983	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	324.0
10	Spectrogram 1	1	336.0	339.0	0	15000	Hazel Grouse	hazgro1	0.9972	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	336.0
11	Spectrogram 1	1	348.0	351.0	0	15000	Hazel Grouse	hazgro1	0.9607	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	348.0
12	Spectrogram 1	1	357.0	360.0	0	15000	Hazel Grouse	hazgro1	0.6180	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	357.0
13	Spectrogram 1	1	360.0	363.0	0	15000	Hazel Grouse	hazgro1	0.9003	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	360.0
14	Spectrogram 1	1	372.0	375.0	0	15000	Hazel Grouse	hazgro1	0.9962	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	372.0
15	Spectrogram 1	1	381.0	384.0	0	15000	Hazel Grouse	hazgro1	0.7557	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	381.0
16	Spectrogram 1	1	384.0	387.0	0	15000	Hazel Grouse	hazgro1	0.5833	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	384.0
17	Spectrogram 1	1	393.0	396.0	0	15000	Hazel Grouse	hazgro1	0.9325	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	393.0
18	Spectrogram 1	1	396.0	399.0	0	15000	Hazel Grouse	hazgro1	0.7735	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	396.0
19	Spectrogram 1	1	405.0	408.0	0	15000	Hazel Grouse	hazgro1	0.9443	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	405.0
20	Spectrogram 1	1	408.0	411.0	0	15000	Hazel Grouse	hazgro1	0.9841	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	408.0
21	Spectrogram 1	1	417.0	420.0	0	15000	Hazel Grouse	hazgro1	0.9985	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	417.0
22	Spectrogram 1	1	432.0	435.0	0	15000	Hazel Grouse	hazgro1	0.9012	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	432.0
23	Spectrogram 1	1	444.0	447.0	0	15000	Hazel Grouse	hazgro1	0.9968	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	444.0
24	Spectrogram 1	1	456.0	459.0	0	15000	Hazel Grouse	hazgro1	0.7303	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	456.0
25	Spectrogram 1	1	459.0	462.0	0	15000	Hazel Grouse	hazgro1	0.9502	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	459.0
26	Spectrogram 1	1	468.0	471.0	0	15000	Hazel Grouse	hazgro1	0.9829	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	468.0
27	Spectrogram 1	1	471.0	474.0	0	15000	Hazel Grouse	hazgro1	0.6031	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	471.0
28	Spectrogram 1	1	480.0	483.0	0	15000	Hazel Grouse	hazgro1	0.9866	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	480.0
29	Spectrogram 1	1	492.0	495.0	0	15000	Hazel Grouse	hazgro1	0.9917	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	492.0
30	Spectrogram 1	1	507.0	510.0	0	15000	Hazel Grouse	hazgro1	0.9921	.\sounds\realsound\red\red2\20260206\20260206_070000.WAV	507.0
