Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	150.0	153.0	0	15000	Common Raven	comrav	0.8891	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	150.0
2	Spectrogram 1	1	153.0	156.0	0	15000	Common Raven	comrav	0.8971	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	153.0
3	Spectrogram 1	1	162.0	165.0	0	15000	Common Raven	comrav	0.8552	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	162.0
4	Spectrogram 1	1	171.0	174.0	0	15000	Common Raven	comrav	0.8057	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	171.0
5	Spectrogram 1	1	174.0	177.0	0	15000	Common Raven	comrav	0.8634	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	174.0
6	Spectrogram 1	1	195.0	198.0	0	15000	Common Raven	comrav	0.8263	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	195.0
7	Spectrogram 1	1	198.0	201.0	0	15000	Common Raven	comrav	0.9145	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	198.0
8	Spectrogram 1	1	210.0	213.0	0	15000	Common Raven	comrav	0.9255	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	210.0
9	Spectrogram 1	1	213.0	216.0	0	15000	Common Raven	comrav	0.9034	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	213.0
10	Spectrogram 1	1	225.0	228.0	0	15000	Common Raven	comrav	0.9465	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	225.0
11	Spectrogram 1	1	237.0	240.0	0	15000	Common Raven	comrav	0.9239	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	237.0
12	Spectrogram 1	1	267.0	270.0	0	15000	Common Raven	comrav	0.7932	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	267.0
13	Spectrogram 1	1	270.0	273.0	0	15000	Common Raven	comrav	0.8503	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	270.0
14	Spectrogram 1	1	456.0	459.0	0	15000	Willow Tit	wiltit1	0.6095	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	456.0
15	Spectrogram 1	1	468.0	471.0	0	15000	Willow Tit	wiltit1	0.5469	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	468.0
16	Spectrogram 1	1	474.0	477.0	0	15000	Common Raven	comrav	0.6650	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	474.0
17	Spectrogram 1	1	477.0	480.0	0	15000	Common Raven	comrav	0.8216	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	477.0
18	Spectrogram 1	1	486.0	489.0	0	15000	Common Raven	comrav	0.8204	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	486.0
19	Spectrogram 1	1	489.0	492.0	0	15000	Common Raven	comrav	0.9446	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	489.0
20	Spectrogram 1	1	507.0	510.0	0	15000	Common Raven	comrav	0.8711	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	507.0
21	Spectrogram 1	1	510.0	513.0	0	15000	Common Raven	comrav	0.7607	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	510.0
22	Spectrogram 1	1	525.0	528.0	0	15000	Common Raven	comrav	0.9103	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	525.0
23	Spectrogram 1	1	528.0	531.0	0	15000	Common Raven	comrav	0.8296	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	528.0
24	Spectrogram 1	1	537.0	540.0	0	15000	Common Raven	comrav	0.8796	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	537.0
25	Spectrogram 1	1	540.0	543.0	0	15000	Common Raven	comrav	0.9690	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	540.0
26	Spectrogram 1	1	543.0	546.0	0	15000	Common Raven	comrav	0.8516	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	543.0
27	Spectrogram 1	1	645.0	648.0	0	15000	Willow Tit	wiltit1	0.5822	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	645.0
28	Spectrogram 1	1	663.0	666.0	0	15000	Willow Tit	wiltit1	0.8100	.\sounds\realsound\white\white1\20260206\20260206_070000.WAV	663.0
