Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	234.0	237.0	0	15000	Goldcrest	goldcr1	0.5437	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	234.0
2	Spectrogram 1	1	261.0	264.0	0	15000	Coal Tit	coatit2	0.5748	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	261.0
3	Spectrogram 1	1	264.0	267.0	0	15000	Coal Tit	coatit2	0.6829	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	264.0
4	Spectrogram 1	1	288.0	291.0	0	15000	Great Tit	gretit1	0.5897	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	288.0
5	Spectrogram 1	1	294.0	297.0	0	15000	Coal Tit	coatit2	0.5110	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	294.0
6	Spectrogram 1	1	300.0	303.0	0	15000	Coal Tit	coatit2	0.8544	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	300.0
7	Spectrogram 1	1	303.0	306.0	0	15000	Coal Tit	coatit2	0.9046	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	303.0
8	Spectrogram 1	1	306.0	309.0	0	15000	Coal Tit	coatit2	0.7082	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	306.0
9	Spectrogram 1	1	309.0	312.0	0	15000	Coal Tit	coatit2	0.9280	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	309.0
10	Spectrogram 1	1	312.0	315.0	0	15000	Coal Tit	coatit2	0.8391	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	312.0
11	Spectrogram 1	1	315.0	318.0	0	15000	Coal Tit	coatit2	0.5202	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	315.0
12	Spectrogram 1	1	330.0	333.0	0	15000	Coal Tit	coatit2	0.6827	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	330.0
13	Spectrogram 1	1	336.0	339.0	0	15000	Coal Tit	coatit2	0.6413	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	336.0
14	Spectrogram 1	1	339.0	342.0	0	15000	Coal Tit	coatit2	0.8228	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	339.0
15	Spectrogram 1	1	342.0	345.0	0	15000	Coal Tit	coatit2	0.5551	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	342.0
16	Spectrogram 1	1	348.0	351.0	0	15000	Coal Tit	coatit2	0.5193	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	348.0
17	Spectrogram 1	1	351.0	354.0	0	15000	Coal Tit	coatit2	0.6892	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	351.0
18	Spectrogram 1	1	354.0	357.0	0	15000	Coal Tit	coatit2	0.7047	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	354.0
19	Spectrogram 1	1	363.0	366.0	0	15000	Coal Tit	coatit2	0.9233	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	363.0
20	Spectrogram 1	1	366.0	369.0	0	15000	Willow Tit	wiltit1	0.6461	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	366.0
21	Spectrogram 1	1	369.0	372.0	0	15000	Coal Tit	coatit2	0.6491	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	369.0
22	Spectrogram 1	1	372.0	375.0	0	15000	Coal Tit	coatit2	0.8972	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	372.0
23	Spectrogram 1	1	417.0	420.0	0	15000	Goldcrest	goldcr1	0.5300	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	417.0
24	Spectrogram 1	1	579.0	582.0	0	15000	Coal Tit	coatit2	0.5127	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	579.0
25	Spectrogram 1	1	588.0	591.0	0	15000	Coal Tit	coatit2	0.8317	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	588.0
26	Spectrogram 1	1	591.0	594.0	0	15000	Coal Tit	coatit2	0.7804	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	591.0
27	Spectrogram 1	1	594.0	597.0	0	15000	Coal Tit	coatit2	0.7955	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	594.0
28	Spectrogram 1	1	597.0	600.0	0	15000	Coal Tit	coatit2	0.6823	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	597.0
29	Spectrogram 1	1	600.0	603.0	0	15000	Coal Tit	coatit2	0.5402	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	600.0
30	Spectrogram 1	1	603.0	606.0	0	15000	Coal Tit	coatit2	0.6574	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	603.0
31	Spectrogram 1	1	609.0	612.0	0	15000	Coal Tit	coatit2	0.8297	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	609.0
32	Spectrogram 1	1	615.0	618.0	0	15000	Coal Tit	coatit2	0.5117	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	615.0
33	Spectrogram 1	1	618.0	621.0	0	15000	Coal Tit	coatit2	0.9853	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	618.0
34	Spectrogram 1	1	627.0	630.0	0	15000	Coal Tit	coatit2	0.8231	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	627.0
35	Spectrogram 1	1	633.0	636.0	0	15000	Coal Tit	coatit2	0.8537	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	633.0
36	Spectrogram 1	1	636.0	639.0	0	15000	Coal Tit	coatit2	0.7792	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	636.0
37	Spectrogram 1	1	642.0	645.0	0	15000	Coal Tit	coatit2	0.6348	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	642.0
38	Spectrogram 1	1	648.0	651.0	0	15000	Coal Tit	coatit2	0.7813	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	648.0
39	Spectrogram 1	1	651.0	654.0	0	15000	Coal Tit	coatit2	0.8088	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	651.0
40	Spectrogram 1	1	654.0	657.0	0	15000	Coal Tit	coatit2	0.7959	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	654.0
41	Spectrogram 1	1	657.0	660.0	0	15000	Coal Tit	coatit2	0.9398	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	657.0
42	Spectrogram 1	1	663.0	666.0	0	15000	Coal Tit	coatit2	0.9348	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	663.0
43	Spectrogram 1	1	666.0	669.0	0	15000	Coal Tit	coatit2	0.5556	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	666.0
44	Spectrogram 1	1	669.0	672.0	0	15000	Coal Tit	coatit2	0.9233	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	669.0
45	Spectrogram 1	1	675.0	678.0	0	15000	Coal Tit	coatit2	0.9077	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	675.0
46	Spectrogram 1	1	678.0	681.0	0	15000	Coal Tit	coatit2	0.7475	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	678.0
47	Spectrogram 1	1	684.0	687.0	0	15000	Coal Tit	coatit2	0.8204	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	684.0
48	Spectrogram 1	1	696.0	699.0	0	15000	Coal Tit	coatit2	0.5196	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	696.0
49	Spectrogram 1	1	699.0	702.0	0	15000	Coal Tit	coatit2	0.8833	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	699.0
50	Spectrogram 1	1	705.0	708.0	0	15000	Coal Tit	coatit2	0.7655	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	705.0
51	Spectrogram 1	1	711.0	714.0	0	15000	Coal Tit	coatit2	0.6536	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	711.0
52	Spectrogram 1	1	717.0	720.0	0	15000	Coal Tit	coatit2	0.6345	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	717.0
53	Spectrogram 1	1	720.0	723.0	0	15000	Coal Tit	coatit2	0.9240	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	720.0
54	Spectrogram 1	1	723.0	726.0	0	15000	Coal Tit	coatit2	0.8525	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	723.0
55	Spectrogram 1	1	726.0	729.0	0	15000	Coal Tit	coatit2	0.8871	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	726.0
56	Spectrogram 1	1	732.0	735.0	0	15000	Coal Tit	coatit2	0.9167	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	732.0
57	Spectrogram 1	1	738.0	741.0	0	15000	Coal Tit	coatit2	0.9378	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	738.0
58	Spectrogram 1	1	744.0	747.0	0	15000	Coal Tit	coatit2	0.9513	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	744.0
59	Spectrogram 1	1	750.0	753.0	0	15000	Coal Tit	coatit2	0.9625	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	750.0
60	Spectrogram 1	1	756.0	759.0	0	15000	Coal Tit	coatit2	0.9603	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	756.0
61	Spectrogram 1	1	846.0	849.0	0	15000	Coal Tit	coatit2	0.8992	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	846.0
62	Spectrogram 1	1	849.0	852.0	0	15000	Coal Tit	coatit2	0.9584	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	849.0
63	Spectrogram 1	1	852.0	855.0	0	15000	Coal Tit	coatit2	0.9042	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	852.0
64	Spectrogram 1	1	855.0	858.0	0	15000	Coal Tit	coatit2	0.9459	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	855.0
65	Spectrogram 1	1	858.0	861.0	0	15000	Coal Tit	coatit2	0.9771	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	858.0
66	Spectrogram 1	1	861.0	864.0	0	15000	Coal Tit	coatit2	0.8006	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	861.0
67	Spectrogram 1	1	864.0	867.0	0	15000	Coal Tit	coatit2	0.9406	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	864.0
68	Spectrogram 1	1	870.0	873.0	0	15000	Coal Tit	coatit2	0.7653	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	870.0
69	Spectrogram 1	1	876.0	879.0	0	15000	Coal Tit	coatit2	0.9019	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	876.0
70	Spectrogram 1	1	879.0	882.0	0	15000	Coal Tit	coatit2	0.7998	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	879.0
71	Spectrogram 1	1	882.0	885.0	0	15000	Coal Tit	coatit2	0.9297	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	882.0
72	Spectrogram 1	1	885.0	888.0	0	15000	Coal Tit	coatit2	0.9180	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	885.0
73	Spectrogram 1	1	888.0	891.0	0	15000	Coal Tit	coatit2	0.8443	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	888.0
74	Spectrogram 1	1	891.0	894.0	0	15000	Coal Tit	coatit2	0.8591	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	891.0
75	Spectrogram 1	1	894.0	897.0	0	15000	Coal Tit	coatit2	0.9385	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	894.0
76	Spectrogram 1	1	897.0	900.0	0	15000	Coal Tit	coatit2	0.8506	.\sounds\realsound\red\red1\20260212\20260212_130000.WAV	897.0
