Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	216.0	219.0	0	15000	Eurasian Treecreeper	eurtre1	0.5587	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	216.0
2	Spectrogram 1	1	225.0	228.0	0	15000	Coal Tit	coatit2	0.8145	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	225.0
3	Spectrogram 1	1	231.0	234.0	0	15000	Coal Tit	coatit2	0.6564	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	231.0
4	Spectrogram 1	1	234.0	237.0	0	15000	Coal Tit	coatit2	0.7115	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	234.0
5	Spectrogram 1	1	237.0	240.0	0	15000	Coal Tit	coatit2	0.8403	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	237.0
6	Spectrogram 1	1	240.0	243.0	0	15000	Coal Tit	coatit2	0.7736	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	240.0
7	Spectrogram 1	1	243.0	246.0	0	15000	Coal Tit	coatit2	0.9152	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	243.0
8	Spectrogram 1	1	246.0	249.0	0	15000	Coal Tit	coatit2	0.6458	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	246.0
9	Spectrogram 1	1	249.0	252.0	0	15000	Coal Tit	coatit2	0.7388	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	249.0
10	Spectrogram 1	1	255.0	258.0	0	15000	Coal Tit	coatit2	0.8677	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	255.0
11	Spectrogram 1	1	258.0	261.0	0	15000	Coal Tit	coatit2	0.6323	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	258.0
12	Spectrogram 1	1	261.0	264.0	0	15000	Coal Tit	coatit2	0.9328	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	261.0
13	Spectrogram 1	1	264.0	267.0	0	15000	Coal Tit	coatit2	0.7840	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	264.0
14	Spectrogram 1	1	267.0	270.0	0	15000	Coal Tit	coatit2	0.8419	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	267.0
15	Spectrogram 1	1	270.0	273.0	0	15000	Coal Tit	coatit2	0.8505	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	270.0
16	Spectrogram 1	1	273.0	276.0	0	15000	Coal Tit	coatit2	0.7443	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	273.0
17	Spectrogram 1	1	282.0	285.0	0	15000	Coal Tit	coatit2	0.7627	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	282.0
18	Spectrogram 1	1	285.0	288.0	0	15000	Coal Tit	coatit2	0.9206	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	285.0
19	Spectrogram 1	1	288.0	291.0	0	15000	Coal Tit	coatit2	0.6636	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	288.0
20	Spectrogram 1	1	291.0	294.0	0	15000	Coal Tit	coatit2	0.8519	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	291.0
21	Spectrogram 1	1	294.0	297.0	0	15000	Coal Tit	coatit2	0.8832	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	294.0
22	Spectrogram 1	1	297.0	300.0	0	15000	Coal Tit	coatit2	0.8133	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	297.0
23	Spectrogram 1	1	300.0	303.0	0	15000	Coal Tit	coatit2	0.8717	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	300.0
24	Spectrogram 1	1	303.0	306.0	0	15000	Coal Tit	coatit2	0.9260	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	303.0
25	Spectrogram 1	1	306.0	309.0	0	15000	Coal Tit	coatit2	0.7896	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	306.0
26	Spectrogram 1	1	309.0	312.0	0	15000	Coal Tit	coatit2	0.7202	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	309.0
27	Spectrogram 1	1	312.0	315.0	0	15000	Coal Tit	coatit2	0.8574	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	312.0
28	Spectrogram 1	1	315.0	318.0	0	15000	Coal Tit	coatit2	0.8716	.\sounds\realsound\white\white3\20260211\20260211_110000.WAV	315.0
