Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	3.0	6.0	0	15000	Crested Tit	cretit2	0.9112	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	3.0
2	Spectrogram 1	1	156.0	159.0	0	15000	Crested Tit	cretit2	0.8279	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	156.0
3	Spectrogram 1	1	618.0	621.0	0	15000	Eurasian Bullfinch	eurbul	0.9162	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	618.0
4	Spectrogram 1	1	621.0	624.0	0	15000	Eurasian Bullfinch	eurbul	0.8908	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	621.0
5	Spectrogram 1	1	624.0	627.0	0	15000	Eurasian Bullfinch	eurbul	0.8199	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	624.0
6	Spectrogram 1	1	627.0	630.0	0	15000	Eurasian Bullfinch	eurbul	0.8966	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	627.0
7	Spectrogram 1	1	630.0	633.0	0	15000	Eurasian Bullfinch	eurbul	0.8861	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	630.0
8	Spectrogram 1	1	633.0	636.0	0	15000	Eurasian Bullfinch	eurbul	0.6141	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	633.0
9	Spectrogram 1	1	660.0	663.0	0	15000	Eurasian Bullfinch	eurbul	0.5707	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	660.0
10	Spectrogram 1	1	663.0	666.0	0	15000	Eurasian Bullfinch	eurbul	0.6893	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	663.0
11	Spectrogram 1	1	669.0	672.0	0	15000	Eurasian Bullfinch	eurbul	0.8829	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	669.0
12	Spectrogram 1	1	672.0	675.0	0	15000	Eurasian Bullfinch	eurbul	0.6572	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	672.0
13	Spectrogram 1	1	678.0	681.0	0	15000	Eurasian Bullfinch	eurbul	0.5361	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	678.0
14	Spectrogram 1	1	681.0	684.0	0	15000	Eurasian Bullfinch	eurbul	0.9513	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	681.0
15	Spectrogram 1	1	684.0	687.0	0	15000	Eurasian Bullfinch	eurbul	0.5563	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	684.0
16	Spectrogram 1	1	690.0	693.0	0	15000	Eurasian Bullfinch	eurbul	0.5921	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	690.0
17	Spectrogram 1	1	693.0	696.0	0	15000	Eurasian Bullfinch	eurbul	0.9911	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	693.0
18	Spectrogram 1	1	696.0	699.0	0	15000	Eurasian Bullfinch	eurbul	0.7973	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	696.0
19	Spectrogram 1	1	699.0	702.0	0	15000	Eurasian Bullfinch	eurbul	0.8865	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	699.0
20	Spectrogram 1	1	702.0	705.0	0	15000	Eurasian Bullfinch	eurbul	0.7172	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	702.0
21	Spectrogram 1	1	723.0	726.0	0	15000	Eurasian Bullfinch	eurbul	0.9599	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	723.0
22	Spectrogram 1	1	726.0	729.0	0	15000	Eurasian Bullfinch	eurbul	0.9390	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	726.0
23	Spectrogram 1	1	729.0	732.0	0	15000	Eurasian Bullfinch	eurbul	0.8830	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	729.0
24	Spectrogram 1	1	732.0	735.0	0	15000	Eurasian Bullfinch	eurbul	0.7855	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	732.0
25	Spectrogram 1	1	735.0	738.0	0	15000	Green-winged Teal	gnwtea	0.8794	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	735.0
26	Spectrogram 1	1	735.0	738.0	0	15000	Eurasian Bullfinch	eurbul	0.6869	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	735.0
27	Spectrogram 1	1	738.0	741.0	0	15000	Eurasian Bullfinch	eurbul	0.8450	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	738.0
28	Spectrogram 1	1	741.0	744.0	0	15000	Eurasian Bullfinch	eurbul	0.8981	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	741.0
29	Spectrogram 1	1	753.0	756.0	0	15000	Eurasian Bullfinch	eurbul	0.7393	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	753.0
30	Spectrogram 1	1	756.0	759.0	0	15000	Eurasian Bullfinch	eurbul	0.6437	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	756.0
31	Spectrogram 1	1	759.0	762.0	0	15000	Eurasian Bullfinch	eurbul	0.9908	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	759.0
32	Spectrogram 1	1	762.0	765.0	0	15000	Eurasian Bullfinch	eurbul	0.9923	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	762.0
33	Spectrogram 1	1	765.0	768.0	0	15000	Eurasian Bullfinch	eurbul	0.9830	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	765.0
34	Spectrogram 1	1	768.0	771.0	0	15000	Eurasian Bullfinch	eurbul	0.9976	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	768.0
35	Spectrogram 1	1	771.0	774.0	0	15000	Eurasian Bullfinch	eurbul	0.9874	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	771.0
36	Spectrogram 1	1	777.0	780.0	0	15000	Eurasian Bullfinch	eurbul	0.5272	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	777.0
37	Spectrogram 1	1	780.0	783.0	0	15000	Eurasian Bullfinch	eurbul	0.7910	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	780.0
38	Spectrogram 1	1	786.0	789.0	0	15000	Eurasian Bullfinch	eurbul	0.9421	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	786.0
39	Spectrogram 1	1	801.0	804.0	0	15000	Eurasian Bullfinch	eurbul	0.7016	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	801.0
40	Spectrogram 1	1	804.0	807.0	0	15000	Eurasian Bullfinch	eurbul	0.9368	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	804.0
41	Spectrogram 1	1	807.0	810.0	0	15000	Eurasian Bullfinch	eurbul	0.6221	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	807.0
42	Spectrogram 1	1	810.0	813.0	0	15000	Eurasian Bullfinch	eurbul	0.8890	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	810.0
43	Spectrogram 1	1	837.0	840.0	0	15000	Eurasian Bullfinch	eurbul	0.6619	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	837.0
44	Spectrogram 1	1	849.0	852.0	0	15000	Eurasian Bullfinch	eurbul	0.8839	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	849.0
45	Spectrogram 1	1	867.0	870.0	0	15000	Eurasian Bullfinch	eurbul	0.7695	.\sounds\realsound\white\white3\20260211\20260211_070000.WAV	867.0
