Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	27.0	30.0	0	15000	Crested Tit	cretit2	0.7891	.\sounds\realsound\red\red1\20260206\20260206_100000.WAV	27.0
2	Spectrogram 1	1	33.0	36.0	0	15000	Crested Tit	cretit2	0.8742	.\sounds\realsound\red\red1\20260206\20260206_100000.WAV	33.0
3	Spectrogram 1	1	36.0	39.0	0	15000	Crested Tit	cretit2	0.7050	.\sounds\realsound\red\red1\20260206\20260206_100000.WAV	36.0
4	Spectrogram 1	1	39.0	42.0	0	15000	Crested Tit	cretit2	0.5927	.\sounds\realsound\red\red1\20260206\20260206_100000.WAV	39.0
5	Spectrogram 1	1	45.0	48.0	0	15000	Crested Tit	cretit2	0.5459	.\sounds\realsound\red\red1\20260206\20260206_100000.WAV	45.0
6	Spectrogram 1	1	54.0	57.0	0	15000	Crested Tit	cretit2	0.8780	.\sounds\realsound\red\red1\20260206\20260206_100000.WAV	54.0
7	Spectrogram 1	1	57.0	60.0	0	15000	Crested Tit	cretit2	0.8996	.\sounds\realsound\red\red1\20260206\20260206_100000.WAV	57.0
8	Spectrogram 1	1	57.0	60.0	0	15000	Goldcrest	goldcr1	0.5927	.\sounds\realsound\red\red1\20260206\20260206_100000.WAV	57.0
9	Spectrogram 1	1	60.0	63.0	0	15000	Crested Tit	cretit2	0.9289	.\sounds\realsound\red\red1\20260206\20260206_100000.WAV	60.0
10	Spectrogram 1	1	66.0	69.0	0	15000	Crested Tit	cretit2	0.5128	.\sounds\realsound\red\red1\20260206\20260206_100000.WAV	66.0
11	Spectrogram 1	1	69.0	72.0	0	15000	Crested Tit	cretit2	0.9755	.\sounds\realsound\red\red1\20260206\20260206_100000.WAV	69.0
12	Spectrogram 1	1	75.0	78.0	0	15000	Crested Tit	cretit2	0.9811	.\sounds\realsound\red\red1\20260206\20260206_100000.WAV	75.0
