Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	276.0	279.0	0	15000	Tawny Owl	tawowl1	0.6799	.\sounds\realsound\red\red1\20260214\20260214_070000.WAV	276.0
2	Spectrogram 1	1	279.0	282.0	0	15000	Tawny Owl	tawowl1	0.9200	.\sounds\realsound\red\red1\20260214\20260214_070000.WAV	279.0
3	Spectrogram 1	1	420.0	423.0	0	15000	White-winged Crossbill	whwcro	0.5366	.\sounds\realsound\red\red1\20260214\20260214_070000.WAV	420.0
4	Spectrogram 1	1	429.0	432.0	0	15000	Red Crossbill	redcro	0.6214	.\sounds\realsound\red\red1\20260214\20260214_070000.WAV	429.0
5	Spectrogram 1	1	546.0	549.0	0	15000	Coal Tit	coatit2	0.9213	.\sounds\realsound\red\red1\20260214\20260214_070000.WAV	546.0
6	Spectrogram 1	1	555.0	558.0	0	15000	Eurasian Nuthatch	eurnut2	0.6333	.\sounds\realsound\red\red1\20260214\20260214_070000.WAV	555.0
7	Spectrogram 1	1	558.0	561.0	0	15000	Coal Tit	coatit2	0.5599	.\sounds\realsound\red\red1\20260214\20260214_070000.WAV	558.0
8	Spectrogram 1	1	564.0	567.0	0	15000	Eurasian Nuthatch	eurnut2	0.6629	.\sounds\realsound\red\red1\20260214\20260214_070000.WAV	564.0
9	Spectrogram 1	1	567.0	570.0	0	15000	Eurasian Nuthatch	eurnut2	0.9650	.\sounds\realsound\red\red1\20260214\20260214_070000.WAV	567.0
10	Spectrogram 1	1	570.0	573.0	0	15000	Eurasian Nuthatch	eurnut2	0.9712	.\sounds\realsound\red\red1\20260214\20260214_070000.WAV	570.0
11	Spectrogram 1	1	579.0	582.0	0	15000	Eurasian Nuthatch	eurnut2	0.6925	.\sounds\realsound\red\red1\20260214\20260214_070000.WAV	579.0
12	Spectrogram 1	1	582.0	585.0	0	15000	Coal Tit	coatit2	0.8672	.\sounds\realsound\red\red1\20260214\20260214_070000.WAV	582.0
