Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	96.0	99.0	0	15000	Coal Tit	coatit2	0.7511	.\sounds\realsound\red\red3\20260213\20260213_090000.WAV	96.0
2	Spectrogram 1	1	99.0	102.0	0	15000	Coal Tit	coatit2	0.5469	.\sounds\realsound\red\red3\20260213\20260213_090000.WAV	99.0
3	Spectrogram 1	1	105.0	108.0	0	15000	Coal Tit	coatit2	0.5595	.\sounds\realsound\red\red3\20260213\20260213_090000.WAV	105.0
4	Spectrogram 1	1	279.0	282.0	0	15000	Coal Tit	coatit2	0.8877	.\sounds\realsound\red\red3\20260213\20260213_090000.WAV	279.0
5	Spectrogram 1	1	285.0	288.0	0	15000	Coal Tit	coatit2	0.8832	.\sounds\realsound\red\red3\20260213\20260213_090000.WAV	285.0
6	Spectrogram 1	1	294.0	297.0	0	15000	Coal Tit	coatit2	0.9004	.\sounds\realsound\red\red3\20260213\20260213_090000.WAV	294.0
7	Spectrogram 1	1	306.0	309.0	0	15000	Coal Tit	coatit2	0.8382	.\sounds\realsound\red\red3\20260213\20260213_090000.WAV	306.0
8	Spectrogram 1	1	318.0	321.0	0	15000	Coal Tit	coatit2	0.8654	.\sounds\realsound\red\red3\20260213\20260213_090000.WAV	318.0
9	Spectrogram 1	1	321.0	324.0	0	15000	Coal Tit	coatit2	0.8526	.\sounds\realsound\red\red3\20260213\20260213_090000.WAV	321.0
10	Spectrogram 1	1	324.0	327.0	0	15000	Coal Tit	coatit2	0.9169	.\sounds\realsound\red\red3\20260213\20260213_090000.WAV	324.0
11	Spectrogram 1	1	333.0	336.0	0	15000	Coal Tit	coatit2	0.8628	.\sounds\realsound\red\red3\20260213\20260213_090000.WAV	333.0
12	Spectrogram 1	1	342.0	345.0	0	15000	Coal Tit	coatit2	0.8778	.\sounds\realsound\red\red3\20260213\20260213_090000.WAV	342.0
13	Spectrogram 1	1	357.0	360.0	0	15000	Coal Tit	coatit2	0.6819	.\sounds\realsound\red\red3\20260213\20260213_090000.WAV	357.0
14	Spectrogram 1	1	369.0	372.0	0	15000	Coal Tit	coatit2	0.9284	.\sounds\realsound\red\red3\20260213\20260213_090000.WAV	369.0
15	Spectrogram 1	1	402.0	405.0	0	15000	Coal Tit	coatit2	0.9123	.\sounds\realsound\red\red3\20260213\20260213_090000.WAV	402.0
16	Spectrogram 1	1	405.0	408.0	0	15000	Coal Tit	coatit2	0.9323	.\sounds\realsound\red\red3\20260213\20260213_090000.WAV	405.0
17	Spectrogram 1	1	408.0	411.0	0	15000	Coal Tit	coatit2	0.7902	.\sounds\realsound\red\red3\20260213\20260213_090000.WAV	408.0
18	Spectrogram 1	1	414.0	417.0	0	15000	Coal Tit	coatit2	0.9385	.\sounds\realsound\red\red3\20260213\20260213_090000.WAV	414.0
19	Spectrogram 1	1	423.0	426.0	0	15000	Coal Tit	coatit2	0.9472	.\sounds\realsound\red\red3\20260213\20260213_090000.WAV	423.0
20	Spectrogram 1	1	441.0	444.0	0	15000	Coal Tit	coatit2	0.8880	.\sounds\realsound\red\red3\20260213\20260213_090000.WAV	441.0
21	Spectrogram 1	1	456.0	459.0	0	15000	Coal Tit	coatit2	0.9039	.\sounds\realsound\red\red3\20260213\20260213_090000.WAV	456.0
